DriverNo,Driver,Race,Year,Stint,Compound,LapsUsed,MeanLap_s,StdLap_s,FastestLap_s
18,STR,Miami Grand Prix,2025,1,HARD,28,92.52060714285717,0.6437991600379798,91.769
18,STR,Monaco Grand Prix,2025,2,HARD,16,77.4779375,0.6743868789500576,76.433
18,STR,Monaco Grand Prix,2025,3,MEDIUM,11,76.01718181818183,0.8759876503903296,74.877
18,STR,Saudi Arabian Grand Prix,2025,1,HARD,34,95.67135294117647,0.3927553701079878,95.171
18,STR,Saudi Arabian Grand Prix,2025,2,MEDIUM,8,93.71675,0.8893522120863346,92.745
22,TSU,Australian Grand Prix,2025,5,MEDIUM,2,85.67,2.087379218062687,84.194
22,TSU,Austrian Grand Prix,2025,1,MEDIUM,12,71.68991666666666,0.40703036704522266,70.949
22,TSU,Austrian Grand Prix,2025,2,HARD,9,70.96488888888888,0.3844055295012175,70.539
22,TSU,Austrian Grand Prix,2025,3,MEDIUM,26,70.69903846153846,0.636804804050299,70.015
22,TSU,Austrian Grand Prix,2025,4,SOFT,5,70.70419999999999,0.8744176347718549,69.806
22,TSU,Bahrain Grand Prix,2025,1,SOFT,8,99.40725,0.6833659864439954,98.565
22,TSU,Bahrain Grand Prix,2025,2,MEDIUM,18,98.9975,0.7042640923437092,98.081
22,TSU,Bahrain Grand Prix,2025,3,SOFT,21,97.97252380952379,0.46488532124037013,97.225
22,TSU,Belgian Grand Prix,2025,2,MEDIUM,29,107.95213793103449,0.5573467581918763,107.241
22,TSU,British Grand Prix,2025,3,MEDIUM,5,91.7456,0.7621940697748818,90.873
22,TSU,Canadian Grand Prix,2025,1,HARD,52,77.43857692307691,0.48890623609472167,76.557
22,TSU,Canadian Grand Prix,2025,2,MEDIUM,7,76.20185714285715,0.9362637499785045,75.358
22,TSU,Chinese Grand Prix,2025,1,MEDIUM,8,99.038375,0.22042487382326062,98.762
22,TSU,Chinese Grand Prix,2025,2,HARD,21,98.13947619047617,0.5682855460987575,97.646
22,TSU,Chinese Grand Prix,2025,3,HARD,8,96.8215,0.17239821013323703,96.499
22,TSU,Chinese Grand Prix,2025,4,MEDIUM,7,96.67085714285713,0.6393852330093942,95.871
22,TSU,Emilia Romagna Grand Prix,2025,1,HARD,23,82.51130434782608,0.28099537925392143,81.993
22,TSU,Emilia Romagna Grand Prix,2025,2,MEDIUM,23,81.08265217391303,0.7003317141765192,80.039
22,TSU,Hungarian Grand Prix,2025,1,MEDIUM,16,83.7635,0.24432382882832449,83.424
22,TSU,Hungarian Grand Prix,2025,2,SOFT,14,82.63257142857142,0.7124593067230302,81.331
22,TSU,Hungarian Grand Prix,2025,3,HARD,29,82.04172413793103,0.7314897175603711,81.18
22,TSU,Japanese Grand Prix,2025,1,MEDIUM,21,94.74128571428571,0.4967405905356588,94.02
22,TSU,Japanese Grand Prix,2025,2,HARD,28,92.4529285714286,0.44361652847772165,91.871
22,TSU,Miami Grand Prix,2025,1,MEDIUM,4,92.21625,0.7141588875500073,91.531
22,TSU,Miami Grand Prix,2025,2,HARD,23,91.28321739130435,0.15409381927364893,90.964
22,TSU,Monaco Grand Prix,2025,2,HARD,19,77.25094736842105,0.9966564923496426,75.32
22,TSU,Monaco Grand Prix,2025,3,MEDIUM,2,75.39949999999999,0.68801489809451,74.913
22,TSU,Spanish Grand Prix,2025,2,SOFT,2,80.26650000000001,0.5352798333582099,79.888
22,TSU,Spanish Grand Prix,2025,3,SOFT,8,80.673125,0.3051624567341148,80.229
22,TSU,Spanish Grand Prix,2025,4,SOFT,7,79.70142857142856,0.4091869406285508,79.133
22,TSU,Spanish Grand Prix,2025,5,SOFT,4,80.01925,0.33380370978565854,79.526
1,VER,Australian Grand Prix,2025,5,MEDIUM,2,84.935,2.6219519446397173,83.081
1,VER,Bahrain Grand Prix,2025,1,SOFT,7,98.90871428571428,0.45572459310630303,98.475
1,VER,Bahrain Grand Prix,2025,2,HARD,13,98.90207692307693,0.7259775549260524,98.087
1,VER,Bahrain Grand Prix,2025,3,MEDIUM,25,97.48868,0.6953902213865245,96.167
1,VER,Belgian Grand Prix,2025,2,MEDIUM,30,106.76893333333334,0.48101687785524583,106.096
1,VER,British Grand Prix,2025,3,MEDIUM,8,91.515375,1.2924150082583459,90.179
1,VER,Canadian Grand Prix,2025,1,MEDIUM,9,76.45822222222222,0.38910788278374187,75.901
1,VER,Canadian Grand Prix,2025,2,HARD,23,75.92304347826087,0.2100797420593324,75.464
1,VER,Canadian Grand Prix,2025,3,HARD,28,74.91471428571428,0.3626472479628455,74.287
1,VER,Chinese Grand Prix,2025,1,MEDIUM,10,98.844,0.2932590815113623,98.302
1,VER,Chinese Grand Prix,2025,2,HARD,41,96.76841463414634,0.719172926896228,95.488
1,VER,Emilia Romagna Grand Prix,2025,1,MEDIUM,27,81.251,0.1661241426440805,80.856
1,VER,Emilia Romagna Grand Prix,2025,2,HARD,13,79.86630769230769,0.2781778162181466,79.513
1,VER,Emilia Romagna Grand Prix,2025,3,HARD,9,78.28711111111112,0.22892872495846836,77.988
1,VER,Hungarian Grand Prix,2025,1,MEDIUM,14,83.35921428571429,0.2752585298256129,83.083
1,VER,Hungarian Grand Prix,2025,2,HARD,29,82.41227586206898,0.898622751633684,81.316
1,VER,Hungarian Grand Prix,2025,3,HARD,20,80.83815000000001,0.564999606427436,79.689
1,VER,Japanese Grand Prix,2025,1,MEDIUM,20,93.61955000000002,0.4206050122333183,93.064
1,VER,Japanese Grand Prix,2025,2,HARD,30,91.77023333333334,0.4248035394466904,91.041
1,VER,Miami Grand Prix,2025,1,MEDIUM,3,91.56833333333334,0.47422498176849753,91.025
1,VER,Miami Grand Prix,2025,2,HARD,23,90.79952173913044,0.24144863364232708,90.466
1,VER,Monaco Grand Prix,2025,1,HARD,17,75.93441176470589,0.9637253926056635,75.035
1,VER,Monaco Grand Prix,2025,2,MEDIUM,46,75.34395652173914,0.7259277269358843,74.23
1,VER,Saudi Arabian Grand Prix,2025,1,MEDIUM,17,93.98400000000001,0.6628549049377253,93.511
1,VER,Saudi Arabian Grand Prix,2025,2,HARD,27,92.75655555555558,0.26413419277873035,92.28
1,VER,Spanish Grand Prix,2025,1,SOFT,6,80.85566666666666,0.19044229222172712,80.537
1,VER,Spanish Grand Prix,2025,2,SOFT,13,80.06123076923078,0.35524830608232094,79.45
1,VER,Spanish Grand Prix,2025,3,MEDIUM,15,79.52793333333332,0.5825938877942655,78.455
1,VER,Spanish Grand Prix,2025,4,SOFT,5,78.58760000000001,0.35498492925756747,77.997
1,VER,Spanish Grand Prix,2025,5,HARD,5,78.17800000000001,1.1426558974599474,77.019
